event_id,user_id,product_id,event_type,event_date,session_id,platform
227,2165,500,product_view,2023-03-03,11798,Web
228,8339,201,add_to_cart,2023-12-04,28882,Web
229,6803,336,product_view,2023-09-30,38372,App
230,5141,51,checkout,2023-04-03,6364,App
231,4632,474,product_view,2023-01-10,49239,Mobile Web
232,3230,125,product_view,2023-05-21,32079,Web
233,5168,392,page_view,2023-04-16,33456,App
234,4515,347,add_to_cart,2023-05-06,46930,Mobile Web
235,5230,330,product_view,2023-12-28,42063,Web
236,3601,47,page_view,2023-10-24,28750,Web
237,6626,271,product_view,2023-08-16,2762,Web
238,5197,242,add_to_cart,2023-02-13,38545,App
239,2318,403,page_view,2023-10-01,7952,App
240,922,152,page_view,2023-11-07,23640,App
241,4788,269,add_to_cart,2023-06-14,1487,App
242,5771,110,product_view,2023-07-25,31766,Mobile Web
243,3891,254,page_view,2023-10-29,44326,App
244,7850,300,page_view,2023-01-24,19970,App
245,4338,391,add_to_cart,2023-09-09,22431,App
246,4030,71,page_view,2023-01-12,10785,Mobile Web
247,2979,228,checkout,2023-06-24,20638,Web
248,9280,304,product_view,2023-08-12,15533,Mobile Web
249,5778,92,add_to_cart,2023-04-03,15637,App
250,6542,356,purchase,2023-08-01,15643,App
251,7032,271,checkout,2023-01-13,19804,Mobile Web
252,2097,99,page_view,2023-09-28,45166,App
253,5573,396,page_view,2023-06-12,41675,App
254,2193,28,product_view,2023-07-15,28030,Web
255,917,479,add_to_cart,2023-05-12,4562,App
256,4767,58,product_view,2023-02-16,2841,App
257,5423,31,purchase,2023-02-28,41651,Web
258,8620,332,page_view,2023-02-20,9243,Web
259,3089,337,page_view,2023-10-05,9303,Web
260,4177,388,page_view,2023-03-28,21710,Mobile Web
261,6611,314,page_view,2023-05-27,36276,App
262,7239,203,product_view,2023-03-15,6696,Web
263,6234,353,product_view,2023-04-04,31514,App
264,8901,186,checkout,2023-05-11,24938,Web
265,3664,232,checkout,2023-02-15,29322,Web
266,1982,215,page_view,2023-03-20,5884,Mobile Web
267,1389,334,add_to_cart,2023-06-07,4094,Web
268,8395,75,product_view,2023-07-28,39401,Web
269,3303,470,purchase,2023-12-14,38548,Web
270,4102,128,product_view,2023-03-28,16996,Web
271,3218,297,product_view,2023-01-31,13595,App
272,5817,106,add_to_cart,2023-11-11,17100,Mobile Web
273,8339,329,page_view,2023-06-16,12065,App
274,4682,356,purchase,2023-04-03,19823,App
275,9172,406,page_view,2023-01-14,45119,App
276,8928,49,product_view,2023-01-30,16654,App
277,8887,479,product_view,2023-06-02,15088,Web
278,7659,31,page_view,2023-07-19,21039,Mobile Web
279,6053,296,page_view,2023-02-20,22180,Mobile Web
280,854,454,product_view,2023-06-13,18164,Web
281,248,364,checkout,2023-03-14,9924,App
282,6493,20,product_view,2023-07-31,33063,Mobile Web
283,4538,329,product_view,2023-06-15,21448,Web
284,9602,360,page_view,2023-05-13,23881,App
285,2464,84,add_to_cart,2023-07-12,6508,Web
286,3738,212,add_to_cart,2023-03-03,38651,App
287,9178,125,page_view,2023-01-27,5504,Web
288,5782,292,product_view,2023-04-14,49239,Web
289,6474,321,product_view,2023-05-03,30913,App
290,7312,299,add_to_cart,2023-11-02,27603,Web
291,5367,227,add_to_cart,2023-10-28,40295,App
292,3135,169,page_view,2023-05-02,44388,App
293,4001,331,product_view,2023-09-10,34971,App
294,7671,380,product_view,2023-09-18,45584,Web
295,7404,195,page_view,2023-09-16,36356,App
296,9613,304,add_to_cart,2023-07-17,32308,Mobile Web
297,4897,454,product_view,2023-02-28,36820,Web
298,123,213,product_view,2023-05-18,4222,App
299,2318,73,page_view,2023-02-01,19959,Mobile Web
300,6152,114,page_view,2023-06-12,6537,Web
301,6874,84,page_view,2023-08-26,45338,App
302,6486,339,product_view,2023-10-11,7029,Mobile Web
303,8878,474,page_view,2023-07-28,29755,Web
304,1662,317,product_view,2023-02-03,38211,App
305,7483,398,page_view,2023-09-05,11888,App
306,2876,408,page_view,2023-01-15,40981,Mobile Web
307,6892,323,checkout,2023-07-28,27017,App
308,2164,173,add_to_cart,2023-11-21,10257,Web
309,2839,348,product_view,2023-04-30,28661,App
310,3461,487,product_view,2023-01-10,1858,Web
311,7253,172,page_view,2023-05-18,38050,Mobile Web
312,7800,449,add_to_cart,2023-10-11,14401,App
313,9364,201,add_to_cart,2023-10-28,18903,Web
314,555,321,page_view,2023-12-12,12434,Mobile Web
315,7926,351,product_view,2023-02-21,33273,App
316,4009,75,page_view,2023-05-07,9519,Mobile Web
317,4602,100,page_view,2023-10-12,13508,App
318,1817,414,add_to_cart,2023-11-30,10026,App
319,7540,499,page_view,2023-03-06,40895,Web
320,189,24,page_view,2023-06-05,4400,Web
321,1441,422,checkout,2023-10-18,30061,Mobile Web
322,1221,411,page_view,2023-07-28,40003,App
323,2598,87,page_view,2023-08-17,41985,App
324,6668,418,checkout,2023-02-12,45431,Mobile Web
325,2908,182,product_view,2023-11-22,16202,Mobile Web
326,5684,355,product_view,2023-09-14,29845,Web
327,1716,391,page_view,2023-04-15,23601,App
328,7810,237,product_view,2023-03-14,32632,App
329,6111,316,page_view,2023-07-11,227,Mobile Web
330,612,328,page_view,2023-10-04,16299,Mobile Web
331,284,120,page_view,2023-03-28,13195,App
332,2671,219,page_view,2023-05-06,10380,App
333,9820,475,add_to_cart,2023-10-03,15095,Web
334,1612,241,checkout,2023-08-05,37360,Web
335,8909,265,add_to_cart,2023-10-12,3245,Web
336,8874,390,product_view,2023-08-20,9672,App
337,7165,130,add_to_cart,2023-01-22,20473,App
338,7631,137,product_view,2023-01-01,36308,Web
339,4257,49,add_to_cart,2023-08-26,32698,App
340,4270,236,page_view,2023-11-14,41383,Web
341,1523,326,add_to_cart,2023-05-29,3779,App
342,9552,459,product_view,2023-12-01,46919,Mobile Web
343,2074,385,product_view,2023-03-27,22903,App
344,1790,355,add_to_cart,2023-01-01,22902,App
345,3371,266,product_view,2023-01-31,44419,App
346,2485,181,page_view,2023-09-04,15372,Mobile Web
347,6903,148,page_view,2023-05-20,2542,App
348,2059,170,product_view,2023-11-03,31914,App
349,7406,19,product_view,2023-05-09,21290,App
350,2667,75,page_view,2023-12-15,26170,Web
351,1434,91,product_view,2023-07-14,10260,Mobile Web
352,3385,49,product_view,2023-06-29,30426,Mobile Web
353,523,93,product_view,2023-11-20,45602,App
354,1694,84,product_view,2023-04-19,29922,App
355,4184,200,checkout,2023-10-27,7874,Mobile Web
356,9348,239,page_view,2023-09-19,33933,App
357,598,77,product_view,2023-05-25,22662,Web
358,9838,136,add_to_cart,2023-01-24,30366,App
359,7496,55,add_to_cart,2023-03-24,25428,Mobile Web
360,2337,403,product_view,2023-10-01,6809,App
361,6218,384,add_to_cart,2023-10-16,45903,App
362,7684,161,checkout,2023-02-05,24225,App
363,1715,245,purchase,2023-06-03,4575,App
364,3177,376,page_view,2023-02-15,14331,App
365,8395,233,page_view,2023-07-22,40542,Mobile Web
366,2899,487,page_view,2023-12-24,13407,App
367,1265,280,page_view,2023-03-04,39983,Web
368,6944,97,product_view,2023-03-13,31487,Web
369,6851,114,add_to_cart,2023-10-12,47373,Mobile Web
370,9430,305,page_view,2023-05-24,32486,Web
371,1555,228,product_view,2023-08-10,18054,App
372,7380,323,add_to_cart,2023-04-18,34783,App
373,8245,131,product_view,2023-11-09,46556,Web
374,672,181,page_view,2023-09-16,4857,Web
375,8883,129,page_view,2023-06-12,18700,Web
376,8275,155,purchase,2023-12-16,42947,Web
377,3569,253,add_to_cart,2023-06-25,5045,App
378,1452,103,add_to_cart,2023-11-22,23177,App
379,5314,483,product_view,2023-05-14,41641,App
380,5238,369,add_to_cart,2023-12-29,48574,Web
381,6979,482,product_view,2023-08-20,25080,Web
382,7039,307,add_to_cart,2023-05-20,21302,Web
383,6044,218,purchase,2023-05-06,28786,Mobile Web
384,7139,240,product_view,2023-12-06,41400,Mobile Web
385,9368,236,product_view,2023-06-14,27753,Web
386,1080,383,product_view,2023-06-24,26506,Web
387,7986,415,purchase,2023-04-18,7793,App
388,9475,412,page_view,2023-08-24,9030,App
389,535,484,page_view,2023-11-03,3156,Mobile Web
390,7762,16,add_to_cart,2023-06-18,42317,App
391,4667,237,product_view,2023-01-09,1071,Web
392,4674,84,product_view,2023-12-21,48524,Mobile Web
393,2163,137,checkout,2023-03-10,47819,Mobile Web
394,3999,32,product_view,2023-11-27,12438,App
395,6618,65,checkout,2023-01-02,29875,Mobile Web
396,7502,65,product_view,2023-11-08,14010,App
397,3693,353,product_view,2023-09-01,916,Web
398,7477,24,product_view,2023-01-03,5619,Mobile Web
399,4060,101,product_view,2023-01-05,32629,App
400,8523,450,page_view,2023-12-11,6730,App
401,5664,241,page_view,2023-03-30,44768,Web
402,1528,350,page_view,2023-07-31,11750,App
403,7052,185,product_view,2023-10-12,26923,Mobile Web
404,574,402,page_view,2023-12-23,39021,Mobile Web
405,6147,236,product_view,2023-12-27,10967,Web
406,7551,156,checkout,2023-09-08,5163,App
407,3696,463,page_view,2023-07-21,4989,Web
408,524,35,product_view,2023-10-03,41331,Web
409,9364,462,checkout,2023-02-11,29217,Web
410,9614,117,page_view,2023-11-29,646,App
411,2217,322,product_view,2023-11-30,41293,Web
412,6337,2,purchase,2023-02-09,48062,App
413,9044,490,page_view,2023-10-03,18855,App
414,5480,472,page_view,2023-01-16,24708,App
415,7711,112,page_view,2023-12-10,1757,App
416,9372,139,page_view,2023-08-16,34638,Web
417,3596,444,checkout,2023-12-11,42772,Web
418,4368,445,page_view,2023-03-05,7639,Web
419,5857,339,page_view,2023-06-30,43086,Web
420,5002,254,product_view,2023-07-12,21332,Web
421,738,449,product_view,2023-11-04,33851,App
422,2819,28,page_view,2023-07-03,33349,App
423,5343,27,product_view,2023-07-18,44575,Web
424,2164,140,add_to_cart,2023-04-01,32701,Mobile Web
425,3077,481,product_view,2023-12-23,24207,Mobile Web
426,6917,167,page_view,2023-01-05,40288,Web
427,8719,445,add_to_cart,2023-03-05,17676,App
428,449,209,purchase,2023-08-25,8126,Web
429,7435,51,product_view,2023-07-09,37439,App
430,6874,377,page_view,2023-04-09,34548,App
431,6698,183,page_view,2023-08-16,19153,App
432,4162,46,product_view,2023-01-05,49986,Mobile Web
433,7997,14,page_view,2023-04-24,33587,Web
434,8078,378,product_view,2023-01-11,35663,App
435,120,243,page_view,2023-05-24,23679,Mobile Web
436,4485,350,page_view,2023-12-15,42325,App
437,2848,90,page_view,2023-12-30,7649,Mobile Web
438,1791,336,page_view,2023-07-03,15521,Web
439,3018,416,page_view,2023-04-09,13389,Mobile Web
440,351,263,page_view,2023-02-16,8864,Web
441,5458,472,page_view,2023-11-11,18118,Web
442,9745,171,product_view,2023-11-17,25389,App
443,2251,321,page_view,2023-06-05,36049,Web
444,5061,405,product_view,2023-04-24,14927,App
445,6584,218,product_view,2023-04-30,40649,App
446,3238,158,page_view,2023-09-10,8199,App
447,6523,249,add_to_cart,2023-07-05,8791,App
448,8240,26,page_view,2023-01-19,33666,App
449,5848,427,product_view,2023-05-24,44433,Mobile Web
450,5395,355,page_view,2023-09-10,34688,App
451,1893,317,product_view,2023-12-27,17604,App
452,898,308,product_view,2023-12-28,17230,App
453,1739,441,purchase,2023-11-07,3869,App
454,9161,414,page_view,2023-04-18,48002,App
455,4107,38,product_view,2023-01-04,33095,Mobile Web
456,2504,103,product_view,2023-04-11,7083,Web
457,6061,279,page_view,2023-11-23,44943,Web
458,5151,420,page_view,2023-07-22,20770,App
459,6747,459,add_to_cart,2023-02-26,862,Web
460,9663,306,checkout,2023-05-23,39429,Web
461,3500,462,checkout,2023-10-19,19560,App
462,2562,12,page_view,2023-09-14,43641,Web
463,4495,286,checkout,2023-09-10,26898,App
464,3604,463,add_to_cart,2023-03-29,43332,Web
465,387,182,add_to_cart,2023-10-10,12284,App
466,6762,166,page_view,2023-04-10,35344,App
467,7975,493,page_view,2023-12-04,22117,App
468,5450,250,product_view,2023-10-17,10836,Mobile Web
469,8330,217,add_to_cart,2023-12-11,38823,Mobile Web
470,3752,67,page_view,2023-12-16,42685,App
471,2701,259,page_view,2023-11-05,606,Web
472,5845,215,product_view,2023-10-17,170,Web
473,8492,46,product_view,2023-03-31,16595,App
474,32,178,product_view,2023-02-03,37411,Web
475,2505,202,checkout,2023-10-29,5386,Mobile Web
476,8734,282,page_view,2023-03-07,18198,Mobile Web
477,3457,63,add_to_cart,2023-02-03,9899,Web
478,547,481,page_view,2023-03-07,35804,Mobile Web
479,984,29,product_view,2023-05-13,2182,Web
480,4141,439,add_to_cart,2023-10-19,15212,Mobile Web
481,8572,247,page_view,2023-04-27,49559,Web
482,497,193,page_view,2023-09-25,17446,Web
483,1916,468,page_view,2023-05-21,10994,App
484,5055,72,checkout,2023-04-09,15739,App
485,7727,104,product_view,2023-12-14,43928,Mobile Web
486,8377,92,checkout,2023-01-12,29139,App
487,489,95,product_view,2023-12-21,45140,Mobile Web
488,1721,128,checkout,2023-12-14,26088,App
489,6779,190,page_view,2023-09-30,21790,Web
490,171,79,product_view,2023-11-11,14813,App
491,8592,128,add_to_cart,2023-05-10,13592,App
492,8431,332,page_view,2023-12-15,23663,Web
493,1341,375,page_view,2023-10-14,36543,Mobile Web
494,8083,291,checkout,2023-08-21,48531,App
495,4416,52,add_to_cart,2023-01-02,4704,App
496,6621,325,page_view,2023-08-07,26081,App
497,9541,257,product_view,2023-11-25,41671,App
498,7923,158,checkout,2023-12-11,10097,App
499,4855,227,page_view,2023-11-29,23318,Web
500,2090,438,product_view,2023-01-27,49327,Mobile Web
501,234,237,page_view,2023-06-15,21355,App
502,556,67,page_view,2023-08-10,39288,App
503,4772,275,add_to_cart,2023-07-28,29998,Web
504,3734,69,page_view,2023-05-21,29360,Web
505,3276,141,product_view,2023-03-04,12320,Web
506,5004,69,page_view,2023-12-15,2169,App
507,8995,296,add_to_cart,2023-09-23,34491,App
508,7474,453,page_view,2023-08-27,18459,App
509,4947,238,product_view,2023-09-11,26247,App
510,997,230,page_view,2023-07-05,16622,Mobile Web
511,846,306,add_to_cart,2023-09-22,18926,App
512,6654,132,add_to_cart,2023-01-23,42966,App
513,1320,122,product_view,2023-04-25,49400,App
514,4118,239,page_view,2023-01-25,32650,Mobile Web
515,9903,14,product_view,2023-05-23,23854,Web
516,5104,16,add_to_cart,2023-08-04,2704,App
517,8434,65,page_view,2023-09-30,34058,App
518,2891,266,page_view,2023-08-18,33227,Mobile Web
519,2626,369,purchase,2023-06-11,20138,App
520,5514,359,page_view,2023-01-03,32660,App
521,8645,146,product_view,2023-07-20,15739,Mobile Web
522,1630,464,page_view,2023-04-10,33288,App
523,3313,361,page_view,2023-06-21,12913,App
524,7137,110,page_view,2023-02-11,4051,App
525,4718,479,product_view,2023-10-20,44042,App
526,559,188,add_to_cart,2023-01-13,2338,Mobile Web
527,8071,204,add_to_cart,2023-04-26,4634,App
528,1069,272,add_to_cart,2023-12-20,41467,Web
529,8037,472,add_to_cart,2023-08-05,15012,App
530,9453,192,page_view,2023-02-08,47737,Web
531,5899,444,page_view,2023-05-08,30436,App
532,4603,341,page_view,2023-04-11,25871,App
533,7811,59,add_to_cart,2023-03-26,31895,Web
534,7997,241,purchase,2023-06-18,5530,Web
535,450,375,product_view,2023-06-09,8494,Web
536,3640,400,product_view,2023-02-02,26457,App
537,1914,345,add_to_cart,2023-11-17,28011,App
538,4634,446,add_to_cart,2023-11-17,45848,Mobile Web
539,5974,149,add_to_cart,2023-02-19,35070,Web
540,7925,260,product_view,2023-01-15,12241,Web
541,5329,166,page_view,2023-09-03,431,App
542,5410,408,page_view,2023-08-10,39487,Mobile Web
543,2546,70,checkout,2023-01-13,16731,Mobile Web
544,7887,105,checkout,2023-10-31,20407,Mobile Web
545,4812,263,product_view,2023-11-17,5383,Mobile Web
546,5328,324,product_view,2023-06-21,3633,Mobile Web
547,3462,420,checkout,2023-05-09,26434,App
548,7534,370,product_view,2023-05-07,46708,Mobile Web
549,1460,492,purchase,2023-02-25,27158,Mobile Web
550,9113,31,page_view,2023-08-31,35477,Mobile Web
551,6483,473,product_view,2023-05-03,19170,App
552,457,142,checkout,2023-06-24,41561,Web
553,8169,164,product_view,2023-01-28,27782,Mobile Web
554,5531,448,product_view,2023-06-20,5713,App
555,645,244,page_view,2023-09-24,23825,App
556,5710,235,page_view,2023-05-02,35437,App
557,7265,44,add_to_cart,2023-02-07,24490,Web
558,4939,246,page_view,2023-11-04,37859,App
559,7364,325,add_to_cart,2023-11-14,20124,Web
560,5748,204,add_to_cart,2023-08-13,35822,App
561,4257,383,page_view,2023-02-18,20655,Mobile Web
562,4351,196,product_view,2023-11-17,6151,Mobile Web
563,9286,286,page_view,2023-08-17,23821,App
